@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute yarnyarn.app.mapreduce.am.resource.mb numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
66017,291927,19058058,47.669527,11.917023,0.678104,235.406498,54971,45.444158,16877,245390,3.784671,0.349644,160.484439,48.754025,12.181962,28362,39.504699,5.538934,74.499543,42.044552,19.71829,234810,156.494489,3.297044,146.233619,173860,46.772543,25376,76.573898,200284,46.024181,1277,81.418696,746011,30.937591,36.860234,168464,55663,9859,0.161843,64.091004,68.004362,24739,33.954273,14.966624,76450,2.262442,1876,75.345365,53.937335,49.282295,0.219582,2.146696,47534,75787,189575,6.925563,965,105254,1445,20.472744,174205,176516,182101,4895,11.344838,9.403886,601,0.300175,6395,112.739392,6.9894,27449,10478,136.984651,6.410604,70352,270223,174.536771,30163,534,8720,70.404036,1031781,28.514257,54.43155,10213105,39808,49.706584,95.894747,88.569527,42.551463,293572,9262,0.599572,25.611646,40.320948,5770,24.493635,20.392911,5268,4241,0.856427,24.764247,17.043288,37.109577,86.46172,2.599784,465,-1
66241,84744,105443380,9.134398,35.228951,0.554102,254.629166,211078,35.7714,30328,97165,17.595811,0.462784,58.357469,93.489286,8.886496,27800,76.647662,10.943038,203.162429,37.262045,23.758324,268541,184.356105,9.000599,160.352023,472851,57.059641,33105,72.463256,645730,36.61792,1783,275.868566,618889,65.658797,35.478628,100860,67446,7739,0.888698,17.138193,31.359446,23304,75.542888,57.776996,65216,19.991709,1721,27.015152,64.830872,75.031698,0.032838,2.320628,6286,14028,113237,59.000159,212,109030,1496,76.579059,29378,173370,245509,7738,38.249841,13.905298,322,0.150025,8518,147.426035,84.304089,36583,9106,154.317559,49.353403,75092,71667,186.833278,27982,458,33356,46.946037,657117,27.435556,97.566712,25137422,63564,48.606053,92.082422,95.414512,58.082216,79449,8991,0.935205,19.44281,39.471469,65981,25.439761,18.074462,11281,4540,0.970233,13.69369,12.220847,49.047778,57.972694,1.623166,202,-1
67068,133558,42866221,39.930675,24.64966,0.51256,146.097818,179167,23.119465,36178,142656,32.128478,0.466169,220.685742,79.003073,15.696678,27880,91.198488,15.407207,468.203819,22.30329,13.36974,103931,88.744205,20.933912,65.914393,764667,98.644828,77024,88.317271,232392,93.343346,2109,179.167482,527392,179.754242,32.900725,116499,80356,9618,0.558565,75.521128,30.165611,24144,93.711206,335.448355,71464,97.855,1909,41.969569,50.441671,34.913118,0.283716,4.450604,44627,70791,149378,68.718895,825,20512,813,51.935597,194160,144609,158633,7950,38.994351,8.049895,707,0.80646,7414,153.294432,5.727769,3946,14004,182.317712,7.060899,91703,273510,137.344968,39211,35,14215,55.812367,290085,97.383059,99.16043,27828633,180346,46.002723,52.209132,35.431906,41.89588,116708,9323,0.622163,11.401498,48.822598,60383,24.882525,6.904559,16112,9331,0.72398,1.826667,3.131437,8.638818,27.730938,4.414126,692,77
67634,23828,124927924,19.6211,37.809146,0.808424,262.506819,104310,39.2143,32983,221126,9.718263,0.856878,293.118973,41.6082,5.543883,26508,89.997812,19.654227,172.21485,92.358943,17.79768,94314,126.013889,27.777527,157.548228,133922,85.516536,23051,74.822366,649707,64.885118,1435,216.463514,730357,34.306887,38.225051,144326,44374,8077,0.174064,94.1677,14.903178,22607,66.214265,418.583732,13535,15.74837,1563,85.036389,49.639185,5.179365,0.831235,1.923312,23667,3650,273392,18.053544,66,95381,11,9.944727,186476,181620,76056,8221,18.021658,19.575206,920,0.314422,5376,139.93482,28.897284,6455,9175,191.442013,34.58897,58209,232849,33.980887,33042,539,28691,1.96166,1106269,49.579959,70.838221,41024288,87548,7.624789,99.751987,28.989786,95.782132,184516,9367,0.404934,5.635814,28.777914,66505,23.644693,13.132455,19072,348,0.571785,23.698812,13.35195,49.340925,98.311638,5.929452,815,-1
68332,145738,11569711,49.298519,16.768502,0.892873,375.414517,267873,5.029156,44165,304411,10.315627,0.980882,243.182609,58.917065,19.860635,27732,46.458339,2.681791,60.625118,56.939035,3.509442,282797,46.806989,26.723198,182.356129,677795,32.394044,76088,15.552585,796276,3.540858,1172,340.93786,354993,130.954945,36.999544,162850,48151,9911,0.769755,69.514765,34.435364,24937,76.832121,37.45944,30791,61.277884,1939,99.153325,85.780921,9.378144,0.392639,1.814307,2101,80299,88484,82.254483,839,23700,1751,13.447433,98950,191469,277565,673,28.552218,11.670505,769,0.589236,6858,150.548182,44.157704,40466,10047,128.979841,71.836962,83376,105466,30.244244,49221,332,21243,37.204423,1303250,94.479742,98.776894,37785068,83852,36.212455,81.02162,76.954168,76.697334,267699,10926,0.156923,15.115647,21.75558,12185,22.156803,10.666784,7239,2277,0.240189,27.449501,5.808603,44.555443,90.248145,4.385857,592,-1
68574,193464,109561319,36.421318,3.188278,0.245477,158.157202,56486,43.139426,36832,284121,20.776151,0.88351,252.539705,32.286361,10.065577,27557,25.066471,17.880182,277.70723,37.999653,5.373353,227701,1.317244,22.401246,119.980979,420727,25.998212,29714,67.161908,211003,59.963023,2444,347.616302,310214,95.116294,30.326662,175445,42309,231,0.972445,21.022115,36.614314,25982,73.040615,397.427514,99343,13.973043,1025,87.167164,96.053896,10.908164,0.63338,4.800234,11501,59910,19051,1.44317,742,192158,3644,94.495405,173305,329972,98322,2632,11.551023,17.150708,73,0.171234,3622,108.788101,20.096274,27066,13768,148.035115,20.395694,86905,214125,90.761538,11799,299,2420,56.409197,1082600,46.006128,99.261782,34633324,29408,18.473883,26.584616,90.375058,34.052078,70482,9387,0.177934,22.791722,15.588107,23052,22.721516,28.191771,14366,2585,0.368283,11.579608,12.988073,42.216218,22.629149,1.323244,330,75
69648,213623,121830952,32.710544,51.435899,0.591939,313.583028,61727,42.266495,40030,252227,30.068994,0.514849,241.044636,92.673729,11.289765,28405,31.414889,31.850805,159.094979,99.797012,16.544161,171231,182.912391,11.276042,155.498961,94466,51.5211,51137,47.874796,692504,8.805905,1753,368.035554,314792,55.838348,18.478178,189814,21271,9234,0.831633,51.030232,93.999673,21825,51.956661,72.058087,92321,58.949334,1784,56.339226,61.387974,87.936249,0.954102,3.416307,33591,40751,74264,60.562304,170,3014,3569,35.964691,97164,239841,35855,9240,30.566105,15.892809,907,0.611629,488,130.351845,87.30196,46643,6872,103.499699,3.687997,12180,295169,131.340415,33755,366,33009,77.745061,1027551,39.054151,88.504224,27526356,90726,65.172537,31.766901,83.327606,66.872003,82365,9174,0.964413,7.034066,46.629576,1218,17.28538,11.767366,19796,5699,0.995286,19.209951,12.450985,82.592091,46.453974,4.555124,452,-1
69792,246760,103157837,32.208974,31.748637,0.869123,323.924917,133510,34.987094,36496,40096,31.207437,0.516198,120.159708,61.386778,2.01392,27348,61.809018,35.289718,355.831533,33.861353,19.09631,140502,20.787829,26.267714,14.70969,493464,91.717684,60005,86.31262,255773,53.224116,1812,247.49077,317826,136.178021,34.442665,171189,48956,6519,0.913817,78.161861,15.35663,25821,43.861189,234.156954,35205,74.132436,2944,85.213486,79.329564,91.033781,0.445872,1.012178,17896,19731,104511,25.128116,826,161538,964,45.27754,58236,376174,279713,5544,16.186985,6.557653,192,0.512889,9122,182.282963,52.178773,11583,14547,114.614785,29.49175,73964,163011,14.292287,23327,927,47001,35.289018,126565,11.69146,58.489338,39813236,186062,41.668371,23.155443,98.101168,76.365191,135675,9600,0.34872,16.805918,36.784481,85439,27.521598,8.004335,11858,3948,0.16225,1.132535,18.286929,40.254944,70.20904,3.278761,342,-1
70320,298741,111158641,24.723842,7.442256,0.637552,345.217548,205457,31.672435,41888,376537,28.464074,0.940297,158.088608,72.190745,17.233314,26869,58.587354,38.697628,101.124594,61.472995,5.276938,236841,142.869162,44.529275,66.655731,163173,44.28252,69405,15.205886,421624,20.154616,2526,365.405692,193138,34.679767,20.61435,113631,74520,9667,0.557655,22.541248,92.084121,25622,82.706436,88.90829,89688,82.147774,2999,15.04359,93.342328,62.070567,0.448241,5.468671,38188,93341,293714,68.948561,403,194898,2361,31.753736,78872,161403,210238,1281,17.456592,19.413203,18,0.836492,6407,189.306841,46.977196,33950,8334,109.171195,65.612704,30956,283814,160.93403,47678,191,46442,7.819633,645093,87.456983,51.969358,31105652,73755,17.732003,66.609961,40.171216,79.952459,146921,9055,0.14453,21.093321,46.347867,35144,20.191124,13.838372,15226,9469,0.300626,9.568749,19.085129,37.486068,79.111957,1.577197,544,-1
71104,75896,6604188,38.441356,75.319946,0.562477,243.561162,99048,46.27085,29848,113074,7.699019,0.193161,82.477795,97.889061,18.882907,27529,69.131534,3.961891,77.577936,18.524152,1.716089,208800,12.538955,43.84454,16.674088,819331,71.349808,2977,60.734801,770814,28.224434,1853,316.668146,745137,149.044102,25.936273,173520,16943,5083,0.363593,36.955769,73.775847,25245,62.521714,301.078756,22455,39.606161,1030,59.949398,43.420318,98.348859,0.157993,4.147351,37861,40298,59556,19.696086,576,66570,1881,9.010115,87775,233036,213297,824,3.494651,16.215362,383,0.083039,7195,150.023968,61.856512,43168,8810,180.823986,12.78061,35163,276968,176.885911,44295,980,18994,96.051792,588237,89.389316,56.207357,16068030,106561,5.834806,66.098735,91.662567,1.046288,132410,11004,0.007898,26.841567,21.588364,34743,17.12331,15.706675,17504,7819,0.906471,3.168567,4.581937,89.181249,11.673445,1.917711,555,-1
71974,161401,41994221,25.899416,92.398366,0.973393,129.929253,260009,9.936261,22150,55659,29.844117,0.170906,34.421135,20.992374,9.153329,26875,63.296672,28.860503,326.489259,67.119348,12.941721,90107,21.465592,31.396765,29.895629,604363,78.759754,89667,37.433482,689924,42.812681,1438,331.57394,544460,34.002442,22.324382,115200,31595,3578,0.729232,13.450132,98.226195,25056,50.644349,236.823334,22944,8.466715,2861,70.925933,8.890518,19.310544,0.851711,3.901061,20139,65445,84310,55.231599,997,162207,308,10.112152,285995,233564,137575,500,37.208379,15.077197,875,0.835031,580,170.729305,92.141947,47733,11056,102.119062,79.826058,51869,111679,29.258154,36424,467,29053,69.743951,418064,51.604323,71.739177,30433165,269320,8.555284,17.557575,50.797453,5.122522,247353,10088,0.200482,24.38961,2.752822,10574,21.489352,37.120095,19481,1267,0.764671,24.682161,8.998507,56.550131,96.941148,5.403382,792,82
72590,100502,78082788,48.887675,22.944608,0.249099,161.519788,266532,12.562829,19313,31536,40.324797,0.015905,103.031673,57.363402,13.158043,28206,50.204368,17.364514,321.000384,14.007317,13.911615,83009,125.896228,35.024789,126.767388,491705,83.041524,29836,78.765223,783901,51.262275,2522,280.961563,669178,129.843944,26.167701,139463,80621,1079,0.035967,27.467478,44.873089,22362,32.999618,364.622177,49313,85.30204,1777,70.202045,33.893844,63.700075,0.127653,2.887149,28683,35407,282680,73.607007,957,164889,4267,74.703459,45033,166411,243972,6103,12.645586,7.606959,381,0.76641,4337,142.140833,95.411846,25547,10983,172.311489,66.503928,89082,187383,122.330794,44210,284,9180,17.591652,1035251,35.641015,80.241983,37694627,107415,22.708717,88.088616,25.629448,23.038951,292530,10900,0.433971,5.647526,2.282027,94123,17.226888,4.194454,1526,9029,0.00842,19.838203,10.337389,67.7041,25.880124,5.78897,594,-1
72941,36175,19762386,43.214565,79.058523,0.47264,181.778162,268595,18.834605,20862,368759,4.985607,0.911692,114.364393,98.667875,19.225247,28413,68.832297,14.025025,442.136028,34.568727,22.435944,230018,214.773538,38.375657,164.668352,769682,46.619992,5983,43.214038,261296,41.03344,2000,282.555099,442766,83.624443,39.686408,181578,61463,7316,0.205733,51.554579,62.34041,21686,94.43847,244.971427,7980,49.816832,1223,82.434323,92.805547,46.130744,0.670683,3.203594,11266,70034,214601,59.147069,560,31100,1516,68.403352,100696,371486,115361,8097,18.435424,2.824541,367,0.422059,539,159.62112,10.875837,30600,14118,171.543174,86.731202,42901,151389,143.686839,45648,291,27242,48.157393,729793,98.750045,82.390774,12285125,229015,23.716077,56.855633,39.057863,29.968953,263797,10386,0.389039,2.834622,51.905937,87604,25.369096,4.872439,13194,5937,0.414023,25.459087,9.959929,36.568419,31.509745,3.969683,828,-1
73679,179598,14462247,48.246718,89.633295,0.965395,304.978561,283828,12.292069,25789,302778,29.29015,0.415724,115.907017,4.324273,15.372053,28026,53.0256,37.536482,298.461772,26.322844,15.825477,70461,139.442081,17.834776,165.15664,596374,46.484496,82095,27.945981,626603,53.802131,2312,351.227203,267913,160.599273,28.46831,111393,31726,4154,0.324316,57.275706,98.0311,24537,37.417111,320.392904,74791,20.528182,1365,24.637248,20.12749,83.942585,0.012882,2.41834,32116,61105,143210,65.002816,503,50327,2840,15.985797,136868,118381,285085,6790,16.927809,17.080431,658,0.51743,4306,168.111958,66.953784,47255,15467,123.322231,36.446095,49304,278410,35.081053,36092,847,7631,63.6206,107029,62.758265,49.158173,22455896,165457,22.562574,68.193103,99.890501,33.326424,222226,9880,0.043481,28.158667,8.126305,61098,25.125927,35.529158,14445,8690,0.395877,2.36348,6.873863,66.814687,26.869262,3.672681,645,-1
74356,257383,74510616,18.600944,47.298379,0.896159,208.509072,48717,44.555874,42170,113885,11.486979,0.686989,226.543596,94.089092,11.163494,27168,17.709234,27.870406,123.991449,52.177082,4.009306,105184,11.949475,37.645396,58.183113,258898,41.467129,57253,39.433391,202564,80.073065,2186,279.188264,438807,1.091237,18.782825,172074,47327,7234,0.688609,60.036087,61.915647,23106,84.47751,452.421194,87400,40.128439,1513,89.899079,41.402219,41.236458,0.159461,2.852197,46962,34133,91339,38.854672,624,41619,4490,84.357301,235021,119125,92609,3353,20.88541,4.760197,753,0.108198,4010,176.107685,49.059579,14398,8295,119.672693,55.144896,46603,253740,17.576521,30568,50,24654,12.943982,190480,19.253536,44.90809,26434017,182371,67.621816,64.29399,30.108735,28.430642,261448,9940,0.767729,24.950339,31.816639,97621,19.304144,27.723273,18908,9295,0.563037,18.292305,7.98451,30.885282,44.57927,1.930182,269,78
74868,192429,9538373,15.847316,76.766043,0.811954,228.161244,167351,49.853744,43172,201578,11.909668,0.0356,169.584138,24.083838,11.923807,27205,90.396817,7.160385,176.711517,29.101118,20.245471,242722,30.752826,40.203787,68.298885,506752,32.242761,33198,93.618591,582573,48.822191,1695,332.209405,450211,128.924262,39.576382,183862,41084,9096,0.424609,73.654608,65.244508,23569,8.1801,292.276186,66256,2.466668,3005,39.699222,59.268129,99.497249,0.265175,5.448391,27519,59191,76406,5.650811,442,135201,4016,14.624609,279953,355036,256109,6725,8.857445,6.832253,815,0.138198,3842,113.135713,29.28318,9346,11786,152.300687,88.297602,95906,186889,148.421488,25216,968,33627,18.272029,534042,6.266016,74.669737,17611610,27999,28.782909,96.742574,71.475973,62.043472,262201,9122,0.279382,20.724325,18.792311,16436,19.216807,16.885813,8807,3470,0.799329,14.767677,4.910664,86.560297,90.763679,4.369381,158,-1
75441,43377,112108432,39.585733,96.338916,0.384782,276.879487,216809,36.797868,15293,393287,33.613898,0.858158,190.938427,75.288148,15.093062,28473,28.057712,24.972952,80.508673,16.560815,15.983461,111873,141.129719,46.235447,45.795314,139515,3.72888,11213,68.498125,471293,59.067789,1184,184.90003,157772,130.577136,33.21259,180958,87137,3505,0.126335,65.807586,25.283562,25022,30.414789,1.971374,93802,1.702741,1628,59.304698,53.219488,85.601231,0.292729,2.936503,27377,48695,291829,33.478037,409,113010,2541,62.616304,110326,292346,122632,5034,29.079712,4.302952,916,0.429878,826,107.845739,83.691211,39337,8875,184.535512,83.160301,82085,79314,96.092831,34837,37,31559,83.520808,985799,7.65994,45.934817,25633940,224957,96.7373,14.569154,38.799346,25.979014,237774,10987,0.121962,12.879616,22.211127,4074,17.767584,24.654666,7743,5231,0.192461,26.824708,3.891375,91.25713,12.494973,5.815272,361,-1
76095,285653,7583921,3.637548,18.251275,0.712396,228.768853,40622,34.786879,37695,295929,35.759781,0.495726,193.404165,86.321765,7.898937,27701,9.059469,30.194009,443.781972,22.180397,1.184653,77800,177.915833,23.714793,39.092671,442711,34.803975,89929,90.738276,486628,26.480643,2073,88.276314,649977,79.475535,33.737401,118006,48538,1796,0.396143,65.509961,78.354071,24602,88.388523,116.976148,32476,47.150357,2566,33.252843,59.486928,84.613596,0.385823,2.153757,6917,34777,187266,67.351162,530,94724,3413,23.479022,125479,390868,72633,437,30.114535,1.171704,623,0.602221,7079,185.718949,62.693518,1283,5445,188.169516,72.34541,64294,218769,6.532117,11710,543,19058,21.594371,465650,88.754555,45.349309,29841535,291066,4.843946,78.425668,43.771629,80.599283,155770,9224,0.572736,1.27656,9.440718,83998,17.823802,8.780136,6097,2891,0.444525,10.826479,7.929965,65.273411,20.917069,3.645924,282,-1
76670,222995,41402130,28.762347,40.878508,0.447876,394.986462,82403,29.914896,26118,12857,22.388121,0.235492,71.548646,65.953053,8.026709,26775,98.683261,33.097549,286.75816,54.49722,27.244256,84981,194.038593,23.006368,132.796486,684990,77.812089,9713,37.297358,249906,59.426098,2096,377.243364,654273,132.96339,31.168722,118714,90443,8397,0.094342,41.354789,12.410341,23913,50.070498,417.070116,29282,97.587871,1861,48.238483,63.281284,36.59701,0.778381,5.772614,6451,98872,283254,93.686027,807,160258,620,79.30852,170928,378666,109177,9636,4.506649,17.37627,678,0.743677,7526,164.366499,43.02101,46301,12770,109.641662,32.035307,12324,174524,21.382938,44366,689,31238,72.944267,189157,34.775479,70.977571,3472107,114806,98.426297,41.9758,4.668337,98.847539,241540,9077,0.493533,23.585038,24.695353,41267,21.188818,34.001102,10421,7120,0.934685,10.062186,4.79822,79.745884,28.874914,2.946484,938,72
77453,229050,77081768,3.858965,27.400473,0.721363,381.593667,48045,47.833501,33425,292316,19.890937,0.932257,184.044341,79.466226,11.238321,27478,72.112497,26.52539,457.266297,50.036903,18.854044,70580,10.876241,20.758075,62.912698,741872,75.292344,84097,9.643655,471191,23.612492,2831,69.745677,548521,10.203191,23.09479,132942,26014,6743,0.145093,97.750916,78.120547,23036,17.533368,378.174841,99565,59.122494,1166,62.987799,29.004775,58.988629,0.701918,5.934999,12432,22454,123790,36.518994,243,129621,799,48.185206,255218,160058,215763,2913,12.501763,10.780869,808,0.560404,4160,163.798452,54.600473,48192,11595,101.823204,79.747779,15515,190357,171.795538,25383,660,27156,72.222471,135234,63.352998,62.262891,13264540,204610,52.148416,67.688625,72.026745,53.85838,196562,10403,0.363134,18.587768,3.998763,40079,18.314755,28.76588,14492,3917,0.67351,10.417374,5.702894,80.041422,10.32916,4.544534,276,68
78037,37818,43856959,45.909384,1.130572,0.926331,357.290737,289724,2.794932,34075,13606,17.989743,0.053282,165.316456,85.951314,12.213578,26725,96.731952,31.254084,276.313631,22.900678,14.781539,289849,131.067759,7.796296,93.34024,648530,85.816779,47025,57.844381,680813,1.471247,1736,244.469664,144520,148.592502,24.8496,153231,53132,7653,0.379341,10.66041,19.811591,24449,73.612025,274.244973,76646,63.189976,1183,89.190098,56.607629,28.923816,0.844515,3.151353,40669,49415,58777,94.82611,553,61272,282,59.419101,229902,127947,157307,8600,7.092202,6.860414,989,0.792479,6364,119.600032,45.507513,33357,13132,108.091247,69.252042,9990,158993,155.816388,25505,585,30237,97.464288,789017,72.273251,78.85603,29654823,85299,40.863778,58.546851,31.895317,30.343443,137430,9871,0.266677,2.94314,22.290813,84753,23.48797,6.562786,15621,1350,0.900475,21.008522,16.63343,67.791069,82.517444,4.489714,42,-1
78268,206803,112641142,16.246679,24.385594,0.106559,341.887325,213393,50.631332,16089,181757,41.915131,0.47304,246.354099,22.820309,2.108782,27858,99.834898,11.173867,118.439094,23.523454,27.162477,235731,45.027193,15.042133,20.004858,267839,41.932421,14608,46.345818,419399,7.250558,1686,296.967129,253070,39.204693,27.34846,124329,65896,4428,0.314074,60.991723,63.260624,23760,5.281424,355.30478,47944,64.704593,2774,18.119057,62.039762,91.10628,0.412957,2.557554,23028,95927,137393,23.26577,68,39365,2538,2.053013,147618,64648,243100,5600,3.77292,6.684731,948,0.142005,3017,166.676143,29.022241,40708,7677,135.172788,98.110183,63633,152720,36.033189,26891,148,34629,29.422519,574326,97.942259,88.138831,22348102,293697,84.976059,66.344068,36.441331,89.211528,160193,9242,0.904781,22.337026,26.011609,54616,28.30791,27.076275,5888,2945,0.422619,27.126975,4.97284,61.702204,76.662487,3.089357,196,-1
79059,20638,44593176,44.879845,12.545004,0.187147,197.580543,199217,44.447392,23679,119775,37.568723,0.365201,272.184953,56.26728,3.632836,26585,64.156033,39.648747,121.674825,2.981496,2.567321,293386,23.902195,11.379015,85.854385,846048,7.746606,73401,58.108841,686886,23.170518,1691,303.38511,257033,84.697488,24.902365,185658,75019,3100,0.582283,59.196504,60.421701,24819,2.491136,497.806914,94332,96.786412,1356,88.795274,90.16428,66.032544,0.456523,1.136787,867,99388,20850,24.612303,758,101141,2214,52.721701,268142,295581,265982,728,25.829628,12.452755,377,0.216965,4586,115.526184,74.352202,31786,12720,127.648117,24.695758,98095,81878,134.70565,38869,11,20084,97.166909,660108,64.1114,74.589938,7307647,191499,61.258801,71.168689,69.058894,89.98702,196119,10125,0.652679,5.390616,43.256138,21165,21.625135,38.843973,8146,6106,0.86957,28.892322,2.531543,87.856191,74.948653,4.467122,168,-1
