@relation InitialSetByLHS

@attribute yarnyarn.timeline-service.client.retry-interval-ms numeric
@attribute mapredmapreduce.reduce.shuffle.retry-delay.max.ms numeric
@attribute mapredmapreduce.jobtracker.jobhistory.block.size numeric
@attribute mapredmapreduce.reduce.shuffle.parallelcopies numeric
@attribute mapredmapreduce.job.jvm.numtasks numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-healthy-disks numeric
@attribute mapredmapreduce.tasktracker.map.tasks.maximum numeric
@attribute mapredmapreduce.reduce.shuffle.read.timeout numeric
@attribute mapredmapreduce.job.reduces numeric
@attribute yarnyarn.resourcemanager.connect.retry-interval.ms numeric
@attribute yarnyarn.dispatcher.drain-events.timeout numeric
@attribute yarnyarn.client.failover-retries-on-socket-timeouts numeric
@attribute mapredmapreduce.job.speculative.slowtaskthreshold numeric
@attribute mapredmapreduce.jobtracker.heartbeats.in.second numeric
@attribute mapredmapreduce.job.max.split.locations numeric
@attribute mapredyarn.app.mapreduce.client.max-retries numeric
@attribute yarnyarn.scheduler.maximum-allocation-mb numeric
@attribute yarnyarn.timeline-service.handler-thread-count numeric
@attribute mapredmapreduce.job.end-notification.max.attempts numeric
@attribute mapredmapreduce.job.reducer.unconditional-preempt.delay.sec numeric
@attribute yarnyarn.resourcemanager.client.thread-count numeric
@attribute mapredmapreduce.job.maxtaskfailures.per.tracker numeric
@attribute mapredmapreduce.reduce.shuffle.connect.timeout numeric
@attribute mapredmapreduce.shuffle.max.threads numeric
@attribute mapredmapreduce.shuffle.connection-keep-alive.timeout numeric
@attribute yarnyarn.resourcemanager.resource-tracker.client.thread-count numeric
@attribute yarnyarn.resourcemanager.connect.max-wait.ms numeric
@attribute yarnyarn.nodemanager.resource.percentage-physical-cpu-limit numeric
@attribute yarnyarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms numeric
@attribute mapredmapreduce.jobhistory.loadedjobs.cache.size numeric
@attribute mapredmapreduce.task.timeout numeric
@attribute yarnyarn.nodemanager.container-manager.thread-count numeric
@attribute mapredmapreduce.map.memory.mb numeric
@attribute mapredmapreduce.task.io.sort.mb numeric
@attribute mapredmapreduce.jobtracker.expire.trackers.interval numeric
@attribute mapredmapreduce.map.skip.maxrecords numeric
@attribute yarnyarn.nodemanager.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobhistory.datestring.cache.size numeric
@attribute yarnyarn.client.nodemanager-connect.retry-interval-ms numeric
@attribute mapredmapreduce.jobtracker.retiredjobs.cache.size numeric
@attribute mapredmapreduce.job.reduce.slowstart.completedmaps numeric
@attribute mapredmapreduce.task.io.sort.factor numeric
@attribute yarnyarn.nodemanager.localizer.client.thread-count numeric
@attribute yarnyarn.nodemanager.resource.memory-mb numeric
@attribute mapredmapreduce.input.lineinputformat.linespermap numeric
@attribute mapredmapreduce.jobtracker.jobhistory.lru.cache.size numeric
@attribute mapredmapreduce.task.merge.progress.records numeric
@attribute mapredmapreduce.shuffle.max.connections numeric
@attribute mapredmapreduce.reduce.memory.mb numeric
@attribute yarnyarn.timeline-service.client.max-retries numeric
@attribute mapredmapreduce.jobtracker.maxtasks.perjob numeric
@attribute yarnyarn.nodemanager.disk-health-checker.max-disk-utilization-per-disk-percentage numeric
@attribute mapredmapreduce.reduce.shuffle.input.buffer.percent numeric
@attribute mapredmapreduce.reduce.cpu.vcores numeric
@attribute mapredmapreduce.job.end-notification.max.retry.interval numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.start-time-write-cache-size numeric
@attribute yarnyarn.nodemanager.process-kill-wait.ms numeric
@attribute yarnyarn.nodemanager.delete.thread-count numeric
@attribute mapredmapreduce.tasktracker.indexcache.mb numeric
@attribute mapredmapreduce.jobhistory.joblist.cache.size numeric
@attribute yarnyarn.client.nodemanager-client-async.thread-pool-max-size numeric
@attribute mapredmapreduce.client.submit.file.replication numeric
@attribute yarnyarn.resourcemanager.zk-retry-interval-ms numeric
@attribute yarnyarn.timeline-service.leveldb-timeline-store.ttl-interval-ms numeric
@attribute yarnyarn.resourcemanager.zk-timeout-ms numeric
@attribute mapredmapreduce.job.end-notification.retry.interval numeric
@attribute mapredmapreduce.reduce.maxattempts numeric
@attribute yarnyarn.resourcemanager.am.max-attempts numeric
@attribute yarnyarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb numeric
@attribute mapredmapreduce.reduce.input.buffer.percent numeric
@attribute mapredmapreduce.client.progressmonitor.pollinterval numeric
@attribute mapredmapreduce.job.ubertask.maxmaps numeric
@attribute yarnyarn.resourcemanager.admin.client.thread-count numeric
@attribute mapredmapreduce.tasktracker.taskmemorymanager.monitoringinterval numeric
@attribute yarnyarn.app.mapreduce.am.resource.mb numeric
@attribute mapredmapreduce.job.ubertask.maxreduces numeric
@attribute mapredmapreduce.reduce.skip.maxgroups numeric
@attribute mapredyarn.app.mapreduce.am.job.committer.commit-window numeric
@attribute yarnyarn.client.nodemanager-connect.max-wait-ms numeric
@attribute mapredmapreduce.jobtracker.taskcache.levels numeric
@attribute mapredmapreduce.client.completion.pollinterval numeric
@attribute yarnyarn.client.max-cached-nodemanagers-proxies numeric
@attribute mapredmapreduce.tasktracker.tasks.sleeptimebeforesigkill numeric
@attribute mapredyarn.app.mapreduce.task.container.log.backups numeric
@attribute mapredmapreduce.shuffle.transfer.buffer.size numeric
@attribute yarnyarn.nodemanager.localizer.fetch.thread-count numeric
@attribute yarnyarn.scheduler.maximum-allocation-vcores numeric
@attribute mapredmapreduce.ifile.readahead.bytes numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.timeout-ms numeric
@attribute yarnyarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size numeric
@attribute mapredmapreduce.jobtracker.jobhistory.task.numberprogresssplits numeric
@attribute mapredmapreduce.jobhistory.move.thread-count numeric
@attribute mapredmapreduce.tasktracker.local.dir.minspacekill numeric
@attribute mapredmapreduce.jobhistory.move.interval-ms numeric
@attribute yarnyarn.nodemanager.localizer.cache.target-size-mb numeric
@attribute mapredmapreduce.reduce.markreset.buffer.percent numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts numeric
@attribute mapredmapreduce.job.maps numeric
@attribute mapredmapreduce.task.combine.progress.records numeric
@attribute mapredyarn.app.mapreduce.am.resource.cpu-vcores numeric
@attribute mapredmapreduce.jobtracker.tasktracker.maxblacklists numeric
@attribute yarnyarn.resourcemanager.max-completed-applications numeric
@attribute mapredmapreduce.reduce.shuffle.fetch.retry.interval-ms numeric
@attribute mapredmapreduce.job.speculative.speculativecap numeric
@attribute mapredyarn.app.mapreduce.client-am.ipc.max-retries numeric
@attribute mapredmapreduce.task.skip.start.attempts numeric
@attribute mapredmapreduce.tasktracker.reduce.tasks.maximum numeric
@attribute mapredmapreduce.jobtracker.handler.count numeric
@attribute mapredmapreduce.map.cpu.vcores numeric
@attribute mapredmapreduce.job.counters.limit numeric
@attribute performance numeric

@data
265370,113966,110016386,11.296588,69.320277,0.351026,324.455377,291447,26.624972,41277,185748,28.7821,0.919477,168.199331,6.3608,16.39029,27970,19.92375,1.531314,471.182881,76.982142,22.019379,126117,62.85227,39.431201,105.236249,519948,14.826929,60934,44.011855,357414,54.194857,1514,295.895847,535069,72.092335,36.668525,167454,86195,6630,0.270081,59.845229,55.499641,24574,50.904725,490.972746,50732,49.485831,2561,76.806615,65.243006,89.149433,0.41756,3.457967,49319,65913,82597,13.614125,298,82892,1681,17.269754,229135,339416,171593,2334,36.901732,7.482337,88,0.974036,1877,162.617126,12.918613,30362,12247,125.574988,58.562141,33189,63238,4.212899,37724,995,38264,13.355322,468164,53.555988,43.878846,22535042,102687,31.061448,58.082254,83.368025,6.373425,283469,8966,0.604093,7.207103,13.927835,42135,19.661732,6.79909,18861,4651,0.890342,25.175451,18.358082,45.578437,49.080006,2.685417,889,-1
266410,221173,70497201,19.06864,89.379529,0.28704,314.366704,216671,26.973992,15326,366574,10.068631,0.343473,136.759702,49.784612,5.736615,28313,53.629933,19.005524,440.164782,75.87841,23.524744,100039,103.431626,37.481731,157.371673,251185,18.250208,78007,55.76785,228262,2.940175,1258,248.940366,755229,76.13223,17.407136,158760,91353,6212,0.40547,65.248512,3.251867,24029,29.834667,125.033267,20780,97.005222,1140,91.496786,34.809716,78.401914,0.496743,3.22123,30240,94172,55435,44.293841,289,37274,2244,20.146622,143004,391322,84780,3568,36.556898,5.656578,1023,0.031919,964,167.941642,74.09118,10549,14414,186.029966,48.275137,3503,118937,195.888871,14358,593,1541,47.674262,296602,99.011005,64.978832,25380544,65662,63.249214,74.773789,86.931896,16.294513,225005,10183,0.474684,24.778229,36.063075,88200,19.905064,21.912112,18036,8070,0.875825,13.229467,16.869732,61.471507,15.212821,4.890768,359,-1
266668,108300,37916910,33.027995,12.241453,0.379724,199.613417,51361,4.657079,23278,317866,49.386049,0.9961,99.442095,29.198471,10.468824,28382,11.339393,20.354895,351.287989,56.047246,13.13127,100993,143.439238,46.834364,49.012027,318884,47.104182,70645,74.651904,264856,71.088611,2251,344.968639,293491,13.182839,32.475042,169813,66292,3019,0.827334,56.339877,96.719214,22780,35.951548,132.408185,91809,96.418436,2749,13.214952,56.314515,81.306354,0.739723,2.708678,1318,51062,131393,32.698387,275,8764,1854,36.980284,8692,186921,64605,7862,27.358581,9.34094,933,0.287708,9639,188.149683,15.497331,40199,10081,101.431458,44.535084,34444,107498,199.033227,12921,988,40820,87.248603,1177883,18.927027,65.150234,5920378,171171,24.24376,7.960166,19.980406,59.225338,63818,10539,0.69498,2.862543,26.917924,49282,20.436457,26.766182,12407,6679,0.170986,14.944582,14.472657,35.209877,29.538765,4.743867,543,-1
267512,281300,129547654,21.569218,23.90624,0.336956,311.839075,234037,44.375422,17204,138495,1.072091,0.80172,293.955791,97.189788,12.466522,28069,16.096056,6.028005,224.25591,8.226257,20.377978,215503,5.818641,16.806289,12.889374,326230,6.168463,62493,3.698666,653391,16.497556,1245,233.840536,102056,77.137363,17.643062,179350,36840,4896,0.937056,12.236587,79.044155,24751,10.329021,370.819123,12406,68.054148,2148,63.862062,53.803628,29.918902,0.200439,4.544302,36078,78334,169923,55.767951,44,88833,732,41.830229,108513,332273,235026,8808,38.16685,18.254246,47,0.392543,7660,123.163502,27.746052,17730,10735,159.792372,78.261922,86530,205554,184.216853,37497,730,3350,46.565837,648886,88.625276,68.781088,38963666,117717,37.668792,70.073188,42.715963,75.362747,78468,11128,0.129179,6.751576,29.696228,28638,28.227917,10.390158,7981,7751,0.114562,5.47858,8.767293,11.045508,23.82383,1.638402,585,84
268202,199936,83428469,25.551394,85.320232,0.674975,265.822338,244815,34.403703,23348,17307,18.390438,0.475086,57.249933,21.406837,6.812123,27455,64.3788,11.03688,139.221839,45.637542,26.472778,123148,81.230197,15.602403,4.928923,755120,71.95506,89221,20.933747,441296,61.229378,1043,182.29868,236223,157.913151,31.318588,140808,6353,425,0.677176,6.877633,11.761775,22483,43.635455,82.055347,41762,9.373756,2799,14.172603,9.177684,7.383243,0.638265,5.324587,42129,87892,210577,8.361041,509,14657,4049,58.2197,72451,91726,119366,2847,11.151628,15.010205,302,0.538623,7108,168.921998,51.211811,32304,5655,143.92348,84.169843,49324,133318,49.43672,48280,860,44475,68.016944,441529,84.053856,55.645106,40379656,288598,83.557823,99.943036,84.126312,4.33166,140505,10445,0.977477,11.478694,44.709406,87299,23.753752,34.533241,3201,7297,0.691552,22.53534,9.851423,83.006668,77.202536,2.801713,115,-1
268540,220889,68973695,47.018815,87.784739,0.375108,393.430788,94212,31.998988,38176,274505,41.29971,0.664643,72.744367,49.060318,18.557733,28369,12.383275,12.910046,441.045127,62.301493,24.061496,188275,248.085203,33.5767,57.370829,322890,66.286505,29554,83.613239,390750,85.441817,2051,130.429032,399451,164.884024,16.255634,188795,70439,5909,0.870806,21.364738,49.702419,22906,56.86555,282.947251,6343,97.630558,2134,53.984112,11.98239,8.996691,0.135732,5.059707,17534,33167,67835,38.119273,368,55646,2313,42.906588,201554,132278,166956,6426,9.409101,1.402802,796,0.70694,5706,141.54292,85.860396,3009,8736,108.715372,18.577254,79256,166359,92.9832,18864,319,7490,51.874695,453812,67.913044,88.395857,6090383,67740,46.893486,80.110954,95.497992,76.029577,187043,10198,0.469311,18.950998,34.561225,35414,22.352523,29.734722,2018,1010,0.996071,18.895311,2.228462,12.634109,23.175702,4.787008,52,-1
268884,188527,30092248,2.459926,75.702699,0.441921,267.24804,76236,9.32864,38013,88523,40.901852,0.840743,191.417335,36.747081,14.179941,26271,46.646607,16.132654,470.416158,65.106083,13.968193,169275,112.155697,47.71801,144.087431,355885,60.828619,44453,3.067965,288723,32.072764,1333,312.750712,337553,198.04428,30.664513,127153,96825,8698,0.789847,20.067172,55.430842,21984,39.66754,318.690802,75705,61.419838,2303,64.630601,42.547842,96.800697,0.824352,2.474301,17487,60461,7906,1.786361,672,60033,2582,59.3888,145738,309627,117109,8705,13.610637,11.317336,470,0.229697,1841,180.117137,92.783676,11835,14783,142.75671,23.115485,18331,80493,192.774368,17301,93,8898,72.567087,818231,64.466271,66.885671,24307141,92234,14.573369,98.128119,2.303968,10.07721,258825,10979,0.473168,15.318464,7.851836,43368,16.11889,28.277711,8951,5419,0.509367,8.210473,12.854027,22.012134,79.385421,3.382814,109,-1
269749,87387,4331365,29.117021,72.966826,0.736298,138.560451,177542,2.373288,38732,78441,14.098329,0.154066,246.88243,14.045185,15.516612,27545,8.879247,36.89969,180.28715,87.628006,5.626777,144235,223.451504,48.860782,124.814559,357692,16.135227,25912,78.466182,679171,85.940748,1254,248.312347,579315,57.196363,18.32862,128103,23508,8092,0.030998,69.937189,79.959339,23501,98.818079,447.5926,50242,9.841185,1711,84.678339,34.897102,10.398731,0.751703,3.362561,21469,44740,237297,15.967892,796,51250,3724,80.311759,118915,155589,27398,3751,37.784318,19.320272,285,0.625417,8356,141.891042,96.540964,31963,7085,192.495283,46.358913,68000,232321,53.774846,43631,227,9066,3.345602,768943,40.82073,93.034751,28194898,288282,19.84568,60.921498,41.362615,61.628677,144516,10354,0.830196,20.250268,11.45091,20511,27.086964,4.606822,3606,7775,0.178897,20.723257,17.852665,4.512873,49.890688,2.198369,739,86
270563,48277,77692534,41.695261,16.973532,0.872443,292.941511,69022,28.329285,44651,345512,40.5176,0.294162,144.100988,64.494985,18.599162,27145,62.804609,25.599949,485.021788,35.617087,12.754606,124117,149.541574,43.822447,111.676653,70758,71.703063,78677,65.335147,764224,54.834691,1416,72.554715,179421,33.174484,26.015915,119373,24189,2513,0.154958,46.92897,37.477453,23518,58.094737,317.743012,94866,50.915687,2803,46.533026,76.633893,19.735905,0.336119,5.810949,37796,34575,231382,36.64984,997,89704,4521,77.731484,182870,67128,20487,5706,19.689972,11.075057,563,0.383818,5579,190.67893,17.442718,48289,11271,171.281944,83.599177,15109,238542,15.49988,24602,752,16297,88.57859,306231,52.813007,87.615247,13008382,119785,26.300568,3.667049,49.536947,87.381587,175084,9779,0.748222,6.396114,3.889063,40219,23.085159,20.928734,15384,4800,0.376335,9.089918,8.46402,46.453527,44.901153,1.700341,36,78
270775,215942,93032652,48.355837,46.520325,0.621916,397.065861,51576,22.165911,20630,321741,28.654952,0.198454,189.150852,97.645641,8.685194,26886,36.41305,32.824615,412.807246,2.934582,29.012845,294252,23.197207,37.763444,99.669668,192020,61.723956,54573,81.009441,413164,93.763386,2871,227.315776,566253,161.475495,19.376627,131376,38609,7053,0.075196,28.205037,90.686295,21879,23.900543,322.038958,47055,19.642766,2778,29.850989,72.502639,95.280073,0.805355,2.595185,11410,77004,35949,12.50747,772,193887,470,32.049058,280449,316018,94852,5868,2.832028,6.732111,166,0.486249,5882,133.722513,50.387305,24124,13551,107.693003,11.25734,33424,237793,197.759445,15958,795,23164,82.367985,591022,39.66464,91.060356,6596083,276024,77.898564,35.98065,92.215102,71.34771,217014,9416,0.809615,3.042444,16.874371,25031,27.641596,17.075068,12055,1780,0.488433,29.017995,14.967296,17.184291,30.878652,1.119818,878,96
271306,180442,46993869,5.702397,22.491958,0.749938,295.507324,158595,37.110688,20348,152487,4.620473,0.329521,125.091834,41.839756,15.290679,28481,7.362179,26.433418,360.559905,50.128236,9.794354,223866,168.034245,41.064291,73.805533,789376,80.273459,17483,38.508704,416662,28.345934,1060,273.78692,170450,51.993308,27.950686,151223,91735,9887,0.180198,61.885522,95.738728,25677,53.637928,333.458758,78578,93.631346,1235,93.015068,74.395864,57.320702,0.811918,5.262629,11820,47162,193627,29.133536,480,35292,2970,32.187189,81631,325405,110771,7393,18.641238,5.010418,512,0.476618,6927,100.922843,64.979373,32578,13370,140.47863,79.329551,2825,266593,84.616443,45199,73,32391,39.049446,766026,23.013863,52.783187,1483987,279879,84.909062,72.770174,90.884054,45.541774,265358,10787,0.923054,29.062455,45.06565,83796,18.725296,11.87841,16449,2837,0.159574,23.110527,5.761955,15.783393,51.600528,1.642285,69,-1
272360,111942,25048402,31.4764,1.849676,0.360342,253.478958,260597,48.825075,25282,323442,34.853511,0.531638,270.40548,48.387577,9.089272,28137,36.48812,13.011699,406.774422,29.933597,2.793155,250674,110.278673,29.367185,29.206258,634209,33.392437,48767,68.805263,378664,96.27204,2305,124.577489,429365,83.912152,16.882934,152061,28066,5476,0.299499,86.570992,68.926302,22460,87.086512,330.122167,21312,38.750445,2986,7.318993,30.491609,60.543051,0.652994,5.57989,2819,42748,57533,75.762648,498,30556,4556,26.078348,141289,198926,233279,7925,17.822914,2.935957,112,0.664855,3355,103.93827,2.037709,42278,12203,141.692025,4.507074,79159,66779,97.603774,35844,78,44611,38.686815,450394,52.633802,58.948428,24969502,71751,15.253751,11.506108,49.817313,81.442232,293275,10872,0.190782,28.07275,9.169347,93278,28.558392,24.598145,12903,2444,0.362492,9.01181,9.429135,98.970909,78.278077,3.318296,619,-1
272531,16612,85631125,41.658782,89.042874,0.842311,140.477128,129713,48.169177,21190,16394,32.784045,0.501276,269.689913,67.171146,2.321538,27135,44.019738,15.294588,434.919985,28.202064,22.777167,231299,146.096923,9.462414,197.74335,427267,75.786706,75429,2.583183,401077,58.587466,2822,122.774609,568008,123.537593,31.981945,163564,66541,5371,0.800622,99.247755,31.051255,22984,97.9753,124.118404,38944,25.834862,1127,96.90498,2.375458,52.29071,0.350183,5.090741,49093,94497,289142,18.352256,970,167266,2773,17.524229,203,145000,251813,7032,25.013252,16.083392,83,0.558091,5781,185.132688,75.790281,6144,13466,121.6096,82.346979,73208,145239,86.660712,2882,527,20986,95.080733,104804,65.68735,67.337743,20709897,216683,99.922746,36.79778,79.20893,8.05167,122758,10414,0.593892,24.695908,33.887088,61906,20.65752,1.30025,15952,1554,0.083077,24.455273,8.052375,9.835109,32.794441,3.660424,135,66
273206,58365,2986584,16.340725,60.134844,0.515595,333.140984,214914,22.87311,37312,324978,43.617947,0.787953,153.787301,72.468112,15.496357,28057,71.714285,15.59195,296.493451,38.672759,8.282629,126674,222.330362,9.528976,75.853304,443267,5.08707,43748,84.532733,691904,72.825534,2030,77.92005,694347,67.246778,21.834363,159458,60716,5515,0.704353,5.443705,62.136947,21926,14.826571,239.466259,33232,26.820509,3022,31.062842,27.86245,4.840594,0.951023,3.115279,24686,41163,152522,46.677528,14,190749,4489,4.261736,156142,83424,130898,2126,35.670976,16.90883,206,0.165643,5549,194.01735,39.571171,2584,8166,142.03396,13.890348,7588,119553,132.438151,49737,337,19313,18.222865,217377,18.27023,55.183043,5599478,101782,89.908061,81.380478,40.312968,99.87687,256175,10791,0.426889,12.459153,15.122905,34426,16.371634,26.038633,10068,6576,0.975415,15.190733,16.809205,46.718827,56.615229,4.04745,887,-1
274022,21491,131545952,32.573497,27.269414,0.088982,399.405168,261794,2.306795,16621,193042,31.5911,0.69396,177.604187,94.858839,14.922959,28077,34.961438,39.363913,145.624317,78.260799,12.177902,133461,236.372344,29.809849,161.929637,680836,57.988734,28538,80.57801,247849,51.804898,2816,288.71511,742338,62.752868,22.602217,122346,86979,4026,0.360845,44.353404,14.198133,23081,54.540264,58.256906,39350,74.609442,2073,54.270923,71.170072,7.155026,0.80121,2.00592,28479,46038,258389,81.393948,678,172619,4659,45.788722,198616,318417,20795,973,37.961227,13.007485,778,0.003708,5270,197.537825,16.522437,47553,11470,192.290706,62.942216,98576,98224,83.603797,1925,349,10579,28.603259,339192,8.875255,77.060919,36030203,200821,56.023946,44.646351,32.899322,94.636614,64719,9150,0.921929,16.145161,31.667515,98376,28.442581,20.286069,2333,168,0.879517,3.743429,6.937764,17.685212,92.00927,2.069589,403,-1
274280,137248,70089840,28.044931,90.90074,0.316873,152.664672,210479,29.032129,23989,176050,46.911763,0.540243,159.835571,5.662435,12.822963,26940,63.480233,12.855452,148.809579,57.796052,5.144488,180032,36.07046,40.409671,118.123765,354301,94.423954,48588,11.667151,208565,1.258775,2068,110.675159,278170,115.813576,16.581203,151533,59200,9122,0.284558,26.009927,43.898418,23547,41.88751,336.762074,62467,78.056466,2451,72.94877,77.386293,56.742532,0.635726,3.804346,47229,18731,73163,95.017945,197,132513,2934,46.099479,123849,160931,298193,7339,31.182454,17.96813,124,0.900517,3372,148.680053,47.920286,14541,14349,132.683536,22.876683,17987,191938,159.983012,23397,126,12840,45.640983,798672,15.758425,46.361886,4318486,68028,50.332243,71.022933,21.499338,11.80404,285167,9522,0.916221,15.881808,37.874072,87731,28.129652,36.079359,11470,3782,0.752747,20.607817,17.909748,73.929932,38.004172,4.156954,172,-1
275346,147360,14338510,4.649464,83.75086,0.503716,271.650594,189854,19.295907,22090,374904,22.037626,0.335183,55.879077,55.973055,5.321404,26412,29.018495,21.754732,102.947541,15.382351,3.811879,284002,231.463478,12.894403,25.564453,792102,64.566208,38841,69.837657,514391,78.930594,2919,65.241089,153804,11.505496,25.665165,140347,62201,6305,0.022958,7.905951,70.807521,24228,22.55926,476.56996,54403,18.002144,2691,84.217559,84.340576,47.158885,0.733104,5.629931,8606,50236,162821,6.520318,561,72164,1814,19.078373,175418,61769,197581,9653,36.394297,4.960274,527,0.908659,3308,124.505542,37.886453,26548,5833,113.790304,18.202394,85890,135527,156.865092,19001,419,22819,76.315651,1058365,12.281703,52.200748,24410233,279284,11.594753,80.734341,58.156386,62.958175,99232,10726,0.112046,4.810735,16.384061,69411,24.604461,25.240924,6574,1626,0.258214,18.943835,7.901885,86.005148,16.635451,3.355863,202,83
275770,203509,64569723,42.970539,67.446263,0.33947,318.924285,275826,37.613209,24445,136179,39.180916,0.768123,25.002063,67.646082,17.312656,27936,88.708553,35.853214,130.279647,73.598706,1.042053,260374,247.599315,16.004981,94.963342,622271,41.146653,34104,30.027095,720060,23.543086,1348,89.346042,608563,56.727379,23.793952,195686,72257,4118,0.794705,81.471111,3.997519,22426,69.480551,194.312445,53443,88.704509,2124,33.72224,70.321888,10.845261,0.678667,3.260621,26872,74722,14757,24.80845,898,89092,993,58.69894,216625,364920,132541,3371,37.060883,2.384012,548,0.038882,3584,166.35917,75.129274,41641,9927,158.880715,58.937097,56439,203518,38.803245,20005,6,30646,74.203528,957041,69.836595,64.774318,2414777,229744,79.576024,75.972599,67.326791,18.829023,145158,10339,0.252295,15.741797,38.733461,20912,28.904366,15.38753,19101,5991,0.038781,7.541009,11.657348,78.126048,52.972486,5.585477,230,76
276144,49796,16142944,47.597212,9.76349,0.099245,171.67154,55160,12.775245,26516,136975,13.995031,0.339947,28.683357,78.305623,11.884819,28708,68.318361,32.453791,368.430872,44.078638,29.987288,97207,121.142342,44.334862,139.670018,786149,76.527918,95644,92.830814,433719,57.507857,2798,271.569796,151573,133.933297,18.644702,133026,30334,3767,0.018251,68.702171,59.826654,22256,4.114866,465.254672,86009,74.994983,1819,70.833325,44.80618,25.652234,0.263838,2.351613,46673,88040,30784,64.208818,99,175279,2224,22.725456,129424,334298,16284,8320,32.425703,2.805992,542,0.324067,2197,159.342075,12.180618,10622,10670,125.963598,71.534885,59352,187802,107.925116,39320,759,29100,93.853343,822508,45.635012,68.293508,33991515,290465,92.007952,4.633204,52.562189,74.475821,163710,11022,0.400546,8.754287,15.016183,32423,29.380257,20.532953,13792,9635,0.787369,18.230058,15.411793,34.034177,63.30369,1.087516,343,71
276823,52347,5724335,38.035803,41.918067,0.768601,387.820791,232129,23.603203,28690,71313,38.024937,0.690518,48.543197,71.556354,6.313908,26426,10.925779,35.899848,331.285825,31.606685,12.574697,225735,240.955543,34.678556,143.15432,657272,67.386499,19631,92.285135,598756,37.769542,1956,326.664284,395350,30.567924,33.532869,160299,46833,8119,0.492611,83.70105,83.37444,25749,89.000164,41.66104,80663,55.542013,2200,46.753629,28.562655,80.466675,0.215117,3.702463,13386,14333,268578,19.180563,667,96469,2918,50.782096,281833,301121,296149,3103,29.734964,10.504474,640,0.784,259,145.809209,15.037785,29072,15192,160.361975,57.939383,32905,207062,12.188635,43001,200,22137,10.139107,897989,32.926352,48.150937,8429218,286501,36.431102,90.839907,57.068559,15.941803,170670,10066,0.685254,21.41586,53.189972,91301,29.935044,34.073803,3963,5725,0.523686,24.599304,3.528155,39.749054,58.478152,5.569375,367,-1
277306,294981,56471068,16.622368,26.499693,0.92404,309.948715,121356,50.156266,35585,287753,7.447455,0.000632,195.74538,74.446528,3.207855,26513,60.14332,37.003719,154.644317,91.974886,28.855131,139424,110.058502,7.396246,75.772118,548478,35.401488,50655,96.543327,215840,7.104968,1262,236.123168,661009,24.790924,32.305783,151108,20356,1336,0.624737,16.106301,51.878424,23161,9.795686,175.311719,32977,75.552518,3060,97.601538,62.219702,13.065235,0.605697,3.855513,3426,12271,242935,96.072923,512,70594,2667,55.669025,23713,276347,92032,9788,27.084851,1.917099,225,0.977336,8744,179.57331,69.832602,35561,14626,181.935616,41.283195,9180,247997,154.768254,16172,304,24567,81.321482,903043,42.245951,76.848916,22766360,13590,21.375204,83.351917,24.953091,7.195418,177614,10262,0.675983,29.477877,14.825243,89403,22.322199,21.323015,5634,5892,0.385947,28.728774,3.876288,58.625323,18.19049,1.291153,295,-1
278300,71787,58437161,12.345525,47.71113,0.135834,211.728472,147270,42.133785,41709,356718,6.116264,0.878841,85.489794,35.752472,19.147915,28235,84.865764,2.256839,187.973031,51.526036,17.563535,212549,38.288822,23.957988,78.841207,119376,92.653771,82608,60.236892,630028,61.706021,1118,100.214043,287661,173.851145,35.107061,167168,47588,6641,0.750337,15.836643,96.116998,25826,19.048457,458.423585,21469,36.084898,1458,89.57909,3.328725,53.144376,0.25135,4.375434,36898,26702,238327,90.720164,559,196258,2989,35.149291,237917,225192,31946,5570,14.007981,7.273815,614,0.221776,7728,130.995405,81.230556,27504,15968,129.075966,80.50582,18916,63905,59.806884,3182,728,13724,34.512423,485770,58.603479,67.843939,3557756,186775,79.81844,39.061318,16.210564,7.894723,259314,10409,0.422753,27.9109,44.055479,50534,20.114987,38.705133,2838,8802,0.529565,9.805162,10.753669,13.789956,24.580361,4.94831,54,77
278565,275645,110606410,33.070921,90.818503,0.790125,302.061458,96346,34.900099,26016,299060,38.873604,0.943924,54.361269,43.00396,14.066012,28295,25.170978,25.383316,387.686395,24.046121,7.953559,253982,161.333153,23.293894,11.172409,429882,28.369025,37761,30.588408,543665,37.271811,1922,294.138674,210727,59.679256,28.180148,145630,21834,8422,0.021041,30.763387,36.653848,26020,52.870738,264.335092,46244,20.154652,2975,91.824933,47.28365,58.739338,0.663448,3.093391,43380,36385,196669,80.471873,9,197155,4636,14.322617,54264,350732,128930,6527,35.195258,3.621124,464,0.6604,3921,122.372444,88.988904,11101,11580,150.874167,99.298713,97478,169276,40.009249,46980,512,36211,93.009935,328251,86.485855,93.113514,19890520,99454,32.479946,42.270608,50.533671,1.385997,150537,9420,0.509018,17.764848,21.108337,97699,28.192929,9.069862,7054,4476,0.647065,8.511216,2.664563,36.213469,91.311417,5.337612,718,82
